0x71013c12a0,"MicInput"
0x71013ea29e,"OpenFinish"
0x71013ea2a9,"CancelFocusMe"
0x71013ea2b7,"KoopaLastReaction"
0x71013ea2c9,"KoopaGraffiti"
0x71013ea2d7,"GraffitiHMono"
0x71013ea2e5,"シュモック[レール移動]★"
0x71013ea309,"CatShinePartialLod"
0x71013ea31c,"Out"
0x71013ea320,"Chain"
0x71013ea326,"根本モデル[右]"
0x71013ea33b,"normal1_disaster"
0x71013ea34c,"OceanWaveGenerator"
0x71013ea35f,"OceanWater"
0x71013ea36a,"cDepthShadow"
0x71013ea377,"Water Normals Indirect"
0x71013ea38e,"PanelNote"
0x71013ea398,"SpotLightDegree"
0x71013ea3a8,"SpotLightLength"
0x71013ea3b8,"ViewGroup"
0x71013ea3c2,"いかだ足場"
0x71013ea3d2,"ScoreTable"
0x71013ea3dd,"IgnoreIslandOffset"
0x71013ea3f0,"TouchReactionPoint"
0x71013ea403,"PlessiDiveGuide_DualJoycons"
0x71013ea41f,"雪カバー"
0x71013ea42c,"PicStamp"
0x71013ea435,"body"
0x71013ea43a,"FilterTelescope"
0x71013ea44a,"Holdable%02d"
0x71013ea457,"SwitchGoalComplete"
0x71013ea46a,"RaceBounds"
0x71013ea475,"TouchReactionMapParts"
0x71013ea48b,"NoResetOnSwitchOff"
0x71013ea49e,"Success"
0x71013ea4a6,"PlayerOnlyClipped"
0x71013ea4b8,"Trapeze"
0x71013ea4c0,"AppearS"
0x71013ea4c8,"Ｓｈｉｎ"
0x71013ea4d5,"ＮＯＲＩ"
0x71013ea4e2,"ＴＯＭＯＺＯＮ"
0x71013ea4f8,"NekoD"
0x71013ea4fe,"WaitLayDown"
0x71013ea50a,"WaitLookRight"
0x71013ea518,"IsBushPlacementOnRabbit"
0x71013ea530,"WaitTease"
0x71013ea53a,"FindFirst"
0x71013ea544,"Raidon"
0x71013ea54b,"BarrierLoop"
0x71013ea557,"まねきねこ"
0x71013ea567,"SquatWait"
0x71013ea571,"GigaHipDropStart"
0x71013ea582,"GigaJumpHipDrop"
0x71013ea592,"PlayerHitReactionSM"
0x71013ea5a6,"パネルダッシュ[着地]"
0x71013ea5c4,"ジャンプヒット"
0x71013ea5da,"反発"
0x71013ea5e1,"SuperStar[Homing]"
0x71013ea5f3,"GigaCatLand"
0x71013ea5ff,"RunL"
0x71013ea604,"PgGiantStepR"
0x71013ea611,"GigaStepL"
0x71013ea61b,"SquatWalkL"
0x71013ea626,"SePvDamageWater"
0x71013ea636,"消滅[壁ヒット]"
0x71013ea64b,"DashPanelOverRate"
0x71013ea65d,"GroundOffFrame"
0x71013ea66c,"JumpSideVelRate"
0x71013ea67c,"TrampleHighJumpGravity"
0x71013ea693,"PunchedJumpGravity"
0x71013ea6a6,"HipDropJumpPowCountMax"
0x71013ea6bd,"WallClimbInvalidSideMoveDegree"
0x71013ea6dc,"LongJumpBrake"
0x71013ea6ea,"LongJumpCancelFrame"
0x71013ea6fe,"WaitRollingSideMaxSpeed"
0x71013ea716,"StandSwimFlowFieldBlend"
0x71013ea72e,"PropellerPowSustainMin"
0x71013ea745,"PropellerPowRelease"
0x71013ea759,"SlideAccel"
0x71013ea764,"SlideSideBrake"
0x71013ea773,"SinkSandMoveMaxSpeed"
0x71013ea788,"SpinJumpPow"
0x71013ea794,"GigaRoundLimitDegreeMin"
0x71013ea7ac,"GigaLongJumpSlowJumpPow"
0x71013ea7c4,"GigaSpinJumpGravity"
0x71013ea7d8,"GigaWallJumpHSpeed"
0x71013ea7eb,"GigaWallClimbJumpPow"
0x71013ea800,"炎"
0x71013ea804,"Player:Normal"
0x71013ea812,"PgHitSkateShoes"
0x71013ea822,"phase_name"
0x71013ea82d,"graffiti"
0x71013ea836,"map_open"
0x71013ea83f,"SwimRight"
0x71013ea849,"StartingPoint"
0x71013ea857,"RespawnWaitTime"
0x71013ea867,"GetOnRunIdle"
0x71013ea874,"StaffRollSingleMode"
0x71013ea888,"AreaList"
0x71013ea891,"FlowerCactus"
0x71013ea89e,"GoalItemWatcher"
0x71013ea8ae,"LavaGeyser"
0x71013ea8b9,"Mirror"
0x71013ea8c0,"PackunFire"
0x71013ea8cb,"SuperKoura"
0x71013ea8d6,"TuccondorTrap"
0x71013ea8e4,"ModelUpdate"
0x71013ea8f0,"ライト管理"
0x71013ea900,"SingleModeStateGameOver"
0x71013ea918,"GoalDoorForFairyHouse"
0x71013ea92e,"Async Resource Loader"
0x71013ea944,"DemoSingleModeOpeningStage"
0x71013ea95f,"EuEs"
0x71013ea964,"Ocean_"
0x71013ea96b,"IslandDataList"
0x71013ea97a,"nvnWindowInitialize"
0x71013ea98e,"nvnWindowFinalize"
0x71013ea9a0,"nvnWindowGetNativeWindow"
0x71013ea9b9,"nvnMemoryPoolGetBufferAddress"
0x71013ea9d7,"nvnSamplerPoolInitialize"
0x71013ea9f0,"nvnBufferBuilderGetMemoryOffset"
0x71013eaa10,"nvnBufferInvalidateMappedRange"
0x71013eaa2f,"nvnTextureBuilderSetSwizzle"
0x71013eaa4b,"nvnSamplerCompare"
0x71013eaa5d,"nvnCommandBufferGetCommandMemoryFree"
0x71013eaa82,"nvnCommandBufferBindSeparateSampler"
0x71013eaaa6,"nvnCommandBufferDiscardDepthStencil"
0x71013eaaca,"nvnCommandBufferBarrier"
0x71013eaae2,"Manual EmitterSet must not to have Child Emitter.\n"
0x71013eab15,"EmitterSet Remove Failed.\n"
0x71013eab30,"sysLocalVecAttr"
0x71013eab40,"The Texture which was not found is %s.\n"
0x71013eab68,"EmitterSet[0]  Name:%s\n"
0x71013eab80,"-Primitive     Size:%8d\n"
0x71013eab99,"[ConnectedStripe] Memory Allocate Error!! : %d\n"
0x71013eabc9,"Current TemporaryBuffer Allocation : %d/%d.\n"
0x71013eabf6,"Oct"
0x71013eabfa,"         BlockSize: %llu\n"
0x71013eac14,"MsgStdBn"
0x71013eac1d,"WorkerMgr"
0x71013eac27,"NVN_DEVICE_INFO_GLSLC_MIN_SUPPORTED_GPU_CODE_MINOR_VERSION"
0x71013eac62,"#version 400\n#extension GL_ARB_texture_cube_map_array : enable\n#extension GL_ARB_shading_language_420pack : enable\n#extension GL_ARB_shader_image_load_store : enable\n#extension GL_ARB_shader_image_size : enable\n#extension GL_ARB_shader_storage_buffer_object : enable\n"
0x71013ead6e,"#version 440 core\n#extension GL_NV_gpu_shader5:require\n"
0x71013eada6,"cTextureFormat_R16_float"
0x71013eadbf,"cTextureFormat_R32_uInt"
0x71013eadd7,"cTextureFormat_BC5_sNorm"
0x71013eadf0,"Dh"
0x71013eadf3,"bool"
0x71013eadf8,"vec2"
0x71013eadfd,"buffer_binary"
0x71013eae0b,"DarkGreen2D"
0x71013eae17,"File = %s, Arg = %s, WaitEnd = True, WindowStyle = Hidden"
0x71013eae51,"FileName = %s, Mode = %s, Id = %s,Filter = %sファイル(*.%s)|*.%s|すべてのファイル(*.*)|*.*"
0x71013eaeb8,"Icon=NOTE"
0x71013eaec2,"agl_common"
0x71013eaecd,"agl_technique_shdw"
0x71013eaee0,"uint"
0x71013eaee5,"depth_mask"
0x71013eaef0,"texture_3d"
0x71013eaefb,"draw_fan"
0x71013eaf04,"bloom_gaussian"
0x71013eaf13,"ssao_ao_buffer"
0x71013eaf22,"occlusion_renderer_clear_buf"
0x71013eaf3f,"cDepth[0]"
0x71013eaf49,"uTexture_1"
0x71013eaf54,"cParam6"
0x71013eaf5c,"cSMAAWeightCalcParam"
0x71013eaf71,"cLightMap0"
0x71013eaf7c,"sTexCube"
0x71013eaf85,"sTexHeadArray"
0x71013eaf93,"cSamplerLinearDepth"
0x71013eafa7,"cSrcLight1"
0x71013eafb2,"cNoiseTexture_Blend"
0x71013eafc6,"DisplayList : %d[byte]"
0x71013eafdd,"adhoc_fog_far"
0x71013eafeb,"GroupHeader=%s設定"
0x71013eb000,"Min=-180, Max=180"
0x71013eb012,"Edit Type"
0x71013eb01c,"Expand"
0x71013eb023,"Color control depth"
0x71013eb037,"Vignette color"
0x71013eb046,"BC4 uN"
0x71013eb04d,"BC4 sN"
0x71013eb054,"idx"
0x71013eb058,"CIRCLE_RED"
0x71013eb063,"RadialBlur"
0x71013eb06e,"reduce_type"
0x71013eb07a,"16_UNorm"
0x71013eb083,"dynamicShadowFarFadeStart"
0x71013eb09d,"AdjustToTextOn"
0x71013eb0ac,"ui2d"
0x71013eb0b1,"CaptureOn"
0x71013eb0bb,"ControlBase"
0x71013eb0c7,".msbt"
0x71013eb0cd,"water"
0x71013eb0d3,"Fog"
0x71013eb0d7,"ScreenWidthScale"
0x71013eb0e8,"GraphicsSystem"
0x71013eb0f7,"DisplayList"
0x71013eb103,"40"
0x71013eb106,"３Ｄ（ディファードオブジェ）"
0x71013eb131,"CollisionItem"
0x71013eb13f,"地形オブジェ目立たせ[地形前]"
0x71013eb169,"エコーブロック"
0x71013eb17f,"地形オブジェ[インダイレクト]"
0x71013eb1a9,"敵[インダイレクト]"
0x71013eb1c4,"DefaultDirLit"
0x71013eb1d2,"RandomCeil"
0x71013eb1dd,"ProjLightAspect"
0x71013eb1ed,"LPP_ENABLE_TEX"
0x71013eb1fc,"開始"
0x71013eb203,"InitPrePassLight"
0x71013eb214,"全員"
0x71013eb21b,"レール移動"
0x71013eb22b,"放物線挙動"
0x71013eb23b,"CollisionObj"
0x71013eb248,"RenderSkyProjectionCubeMap"
0x71013eb263,"camera0_y"
0x71013eb26d,"camera0_lati"
0x71013eb27a,"DisplayScale"
0x71013eb287,"IsUseDepthUnderOne"
0x71013eb29a,"Min=0, Max=100.0"
0x71013eb2ab,"MaskDepth"
0x71013eb2b5,"GodRayInfo"
0x71013eb2c0,"IsMaskBloom"
0x71013eb2cc,"AutoExposureBlendRateDown"
0x71013eb2e6,"uCameraIndirect2"
0x71013eb2f7,"カラー１"
0x71013eb304,"リソースシステム"
0x71013eb31d,"CubeMap%s.bfres"
0x71013eb32d,"No Fresnel"
0x71013eb338,"Mirror1NearOffset"
0x71013eb34a,"SphereDoConeDegreeMin"
0x71013eb360,"SM_DUMP_TYPE"
0x71013eb36d,"Bool"
0x71013eb372,"Int"
0x71013eb376,"ActorParamMove"
0x71013eb385,"AreaCubeCenter"
0x71013eb394,"ModulatePitch"
0x71013eb3a2,"SoundData/BgmRhythmInfo"
0x71013eb3ba,"Island06"
0x71013eb3c3,"Island08"
0x71013eb3cc,"St3"
0x71013eb3d0,"ブロックレール形状ファクトリ"
0x71013eb3fb,"AngleHStep"
0x71013eb406,"IsActivateMultiModeAnyAngleV"
0x71013eb423,"CameraAngleType"
0x71013eb433,"ロケットフラワー用"
0x71013eb44f,"DistanceCurveName"
0x71013eb461,"AngleElevationMax"
0x71013eb473,"IsInvalidCheckCollision"
0x71013eb48b,"[Test]Y-5m"
0x71013eb496,"AbsorbScreenPosUp"
0x71013eb4a8,"DMLand"
0x71013eb4af,"MaxFovyDegree"
0x71013eb4bd,"FloorCode"
0x71013eb4c7,"Reduced compose full screen (Indirect)"
0x71013eb4ee,"DeferredRenderingScene"
0x71013eb505,"EmitTrans"
0x71013eb50f,"NeedProgramInfo"
0x71013eb51f,"%s,IsEnable=False"
0x71013eb531,"InitTagProcessor"
0x71013eb542,"IsUseDeviceFontColor"
0x71013eb557,"EUfr"
0x71013eb55c,"Voice"
0x71013eb562,"Replace"
0x71013eb56a,"Cloud 3D"
0x71013eb573,"GemNoise3D"
0x71013eb57e,"NoiseTexture::Caustics3D"
0x71013eb597,"SystemData/TexturePostProcessFilter"
0x71013eb5bb,"ScreenToneType"
0x71013eb5ca,"リピート数(ドット)"
0x71013eb5e5,"temp_lumi_max"
0x71013eb5f3,"uLuminanceMax"
0x71013eb601,"トゥーン描画"
0x71013eb614,"CoinNormalScale"
0x71013eb624,"TextureRetroColorPalette.bfres"
0x71013eb643,"Strength"
0x71013eb64c,"Screen Blur Draw"
0x71013eb65d,"uVignettingRadius"
0x71013eb66f,"SeMeCooporateHipDrop"
0x71013eb684,"SeMeEchoBlockHipDropped"
0x71013eb69c,"OutGain"
0x71013eb6a4,"NumOfPreloadWaveBuffer"
0x71013eb6bb,"cSceneSampler"
0x71013eb6c9,"SleepTotalTime"
0x71013eb6d8,"LinkLevel"
0x71013eb6e2,"system_report_tag"
0x71013eb6f4,"CameraStopLookAtArea"
0x71013eb709,"EnemyWalkPlaneArea"
0x71013eb71c,"InvalidateClippingArea"
0x71013eb733,"RaidonStartArea"
0x71013eb743,"RollingSmoke"
0x71013eb750,"MeraWanwanAppear"
0x71013eb761,"Wait"
0x71013eb766,"DamageRotate"
0x71013eb773,"復活着地"
0x71013eb780,"MoveUp"
0x71013eb787,"BossWackunFrame"
0x71013eb797,"プンプン"
0x71013eb7a4,"ShellAttackEnd"
0x71013eb7b3,"Phase%d"
0x71013eb7bb,"Night To Day Transition Frame (Defeat)"
0x71013eb7e2,"Tail1"
0x71013eb7e8,"Foot"
0x71013eb7ed,"BrowL1"
0x71013eb7f4,"DamageSmall"
0x71013eb800,"ThrowType"
0x71013eb80a,"BreathFireLeftStart"
0x71013eb81e,"BreathFireRight"
0x71013eb82e,"BreathFireRightEnd"
0x71013eb841,"3M"
0x71013eb844,"Pow反応[ラスト]"
0x71013eb859,"StartDemoJumpStart"
0x71013eb86c,"妖精(真クッパデモ)"
0x71013eb887,"DistDiv"
0x71013eb88f,"MinDistanceToTargetPlessie"
0x71013eb8aa,"Last Phase 3 V2 Fire Flame Ring Distance First"
0x71013eb8d9,"Last Phase 3 Big Ramp Laser Attack Start Frame Lv 2"
0x71013eb90d,"Last Phase 3 Big Ramp Torpedo Spike Attack Start Frame Lv 2"
0x71013eb949,"DemoSingleModeFinalKoopaDefeatPhase4"
0x71013eb96e,"RampType"
0x71013eb977,"PCV2SpecialAttack"
0x71013eb989,"ChaseChargeAndBegin2ndFinalAttack"
0x71013eb9ab,"Vertical Aim Offset"
0x71013eb9bf,"Laser Slope Threshold Angle"
0x71013eb9db,"Joint Pitch Beam"
0x71013eb9ec,"Charge Frames Secondary"
0x71013eba04,"Follow Offset Cross Plessie V2 Lv 2 (Perpendicular to Bowser)"
0x71013eba42,"Sweep Left Then Right"
0x71013eba58,"SweepShootInterval"
0x71013eba6b,"FireballDelay"
0x71013eba79,"CoG Base Height Y Early Rise Rate"
0x71013eba9b,"テンタック付属アイテム"
0x71013ebabd,"NormalDistance"
0x71013ebacc,"railCameraID"
0x71013ebad9,"RailCamera"
0x71013ebae4,"GuideBalloonBrigade"
0x71013ebaf8,"L_parts_00"
0x71013ebb03,"icon_SNAP"
0x71013ebb0d,"Add"
0x71013ebb11,"カウントアップ用コイン"
0x71013ebb33,"PgGetDelay"
0x71013ebb3e,"CloseWait"
0x71013ebb48,"コースセレクト用"
0x71013ebb61,"通常"
0x71013ebb68,"MiniatureOpen"
0x71013ebb76,"OnKillOffAppearSwitch"
0x71013ebb8c,"DemoCamera"
0x71013ebb97,"IsNoShadowMaskInSingleMode"
0x71013ebbb2,"カメラデモ"
0x71013ebbc2,"キノピオ探検隊開始デモバインド操作グループ"
0x71013ebc02,"SwitchPartialDeadOn"
0x71013ebc16,"WaitCountDown"
0x71013ebc24,"BombBoundQuickGenerator"
0x71013ebc3c,"BossBunretsuLv2"
0x71013ebc4c,"PickupSpikeGuide_SingleJoycons"
0x71013ebc6b,"キラーボックス"
0x71013ebc81,"WidthNum"
0x71013ebc8a,"Launcher"
0x71013ebc93,"ガマネカメレオンモデル"
0x71013ebcb5,"未設定汎用敵"
0x71013ebcc8,"RebirthTime"
0x71013ebcd4,"[state]飛行敵追いかけ"
0x71013ebcf1,"WingL2"
0x71013ebcf8,"スイッチで消滅"
0x71013ebd0e,"Attack2"
0x71013ebd16,"デプスシャドウ[キャラクター]"
0x71013ebd40,"IsValidateCollision"
0x71013ebd54,"HideWait"
0x71013ebd5d,"LineNum"
0x71013ebd65,"PackunFlowerBig"
0x71013ebd75,"joint1"
0x71013ebd7c,"Beam"
0x71013ebd81,"Runner"
0x71013ebd88,"SpinnerFur"
0x71013ebd93,"SpinRiseStart"
0x71013ebda1,"IsInvalidTurn"
0x71013ebdaf,"SearchAngleDegreeRight"
0x71013ebdc6,"Glasses"
0x71013ebdce,"CameraSensitivityVeryHigh"
0x71013ebde8,"AssistLow"
0x71013ebdf2,"TxtShard"
0x71013ebdfb,"Logo_3DWorld"
0x71013ebe08,"OceanSpikeSinkTime"
0x71013ebe1b,"TorpedoSpikeAppearArcHeight"
0x71013ebe37,"ButtonBackDecided"
0x71013ebe49,"ScrollButton"
0x71013ebe56,"CourseSelectSceneBox"
0x71013ebe6b,"Konoha"
0x71013ebe72,"HitC"
0x71013ebe77,"BrigadeP4"
0x71013ebe81,"TxtCounterBase"
0x71013ebe90,"アイテムストック"
0x71013ebea9,"DeleteFile"
0x71013ebeb4,"ネームプレート"
0x71013ebeca,"AfterDemo"
0x71013ebed4,"ForceHideIslandInfo"
0x71013ebee8,"PgZoom"
0x71013ebeef,"CompleteHide"
0x71013ebefc,"ShowHide"
0x71013ebf05,"LineW2"
0x71013ebf0c,"W8"
0x71013ebf0f,"ワールド5"
0x71013ebf1d,"MapMenu_W7"
0x71013ebf28,"PauseMenuMap_WorldStage"
0x71013ebf40,"ParPlayer2"
0x71013ebf4b,"PlayerEntryParts_Cancel"
0x71013ebf63,"SetIcon_CaptainK"
0x71013ebf74,"AppearTitle"
0x71013ebf80,"TitleLogo_Gen"
0x71013ebf8e,"CounterCoin"
0x71013ebf9a,"StartTextLoop"
0x71013ebfa8,"カウンタースタンプ"
0x71013ebfc4,"HeadTimeUp"
0x71013ebfcf,"SelectSingle"
0x71013ebfdc,"TxtCamera"
0x71013ebfe6,"BusMap"
0x71013ebfed,"    R<-G<-B<-A"
0x71013ebffc,"    Trace On/Off"
0x71013ec00d,"undef tsb_0c"
0x71013ec01a,"undef jsl_22"
0x71013ec027,"undef and_33"
0x71013ec034,"undef tsc_3b"
0x71013ec041,"EOR %02X%02X,y  "
0x71013ec052,"undef phy_5a"
0x71013ec05f,"BVS %02X      "
0x71013ec06e,"undef phb_8b"
0x71013ec07b,"undef stz_9e"
0x71013ec088,"CPX #%02X     "
0x71013ec097,"undef jsr_fc"
0x71013ec0a4,"OnWaitAnim"
0x71013ec0af,"BlockAssistLeaf"
0x71013ec0bf,"硬ブロックZプリパスモデル"
0x71013ec0e5,"アイテム出現"
0x71013ec0f8,"MatchSecond"
0x71013ec104,"Dummy"
0x71013ec10a,"RouteDokanJump"
0x71013ec119,"EmitCoin"
0x71013ec122,"ShotStart"
0x71013ec12c,"ShotNormal"
0x71013ec137,"ReactionPlessie"
0x71013ec147,"Burning"
0x71013ec14f,"OnLighthouse"
0x71013ec15c,"Next"
0x71013ec161,"SyncBlock"
0x71013ec16b,"SwitchBgmOffArea"
0x71013ec17c,"CloudInWait"
0x71013ec188,"FallDelay"
0x71013ec192,"Thunder"
0x71013ec19a,"DisasterModeController"
0x71013ec1b1,"AnticipationPercentage"
0x71013ec1c8,"SkyChange"
0x71013ec1d2,"Child"
0x71013ec1d8,"LaserDeath"
0x71013ec1e3,"DokanJump"
0x71013ec1ed,"PgHold"
0x71013ec1f4,"GrabBallStart"
0x71013ec202,"DelayFrame"
0x71013ec20d,"FlowerPoinsettia"
0x71013ec21e,"WaitFreeze"
0x71013ec229,"Half"
0x71013ec22e,"TransitionSleep"
0x71013ec23e,"Base Socket Offset X"
0x71013ec253,"AnimationFrameCount"
0x71013ec267,"FocusCameraHoldStep"
0x71013ec27b,"IsMultiCollect"
0x71013ec28a,"GoalPoseSuperW7"
0x71013ec29a,"01"
0x71013ec29d,"プログラムコール"
0x71013ec2b6,"グリーンコイン"
0x71013ec2cc,"TreeTurn"
0x71013ec2d5,"FocusCameraInStep_3"
0x71013ec2e9,"FocusCameraInStep_4"
0x71013ec2fd,"ブーメランフラワーリスト"
0x71013ec322,"葉っぱ系アイテム出現ステート"
0x71013ec34d,"からくり城襖"
0x71013ec360,"デモ用グリーンスター(空)"
0x71013ec384,"LandLoopKoopaLast"
0x71013ec396,"GraffitiH"
0x71013ec3a0,"StayWait"
0x71013ec3a9,"GoalItem5_Toggle"
0x71013ec3ba,"ThunderNormal"
0x71013ec3ca,"UVScroll"
0x71013ec3d3,"FoamAnimSpeed"
0x71013ec3e1,"WaterDataBoss1"
0x71013ec3f0,"WaterDataPhase3"
0x71013ec400,"王冠"
0x71013ec407,"PgReleaseGoal"
0x71013ec415,"Shard Watcher Holder"
0x71013ec42a,"PlessiGuide_DualJoycons"
0x71013ec442,"Max Mist Frame"
0x71013ec451,"IsEnableFilter"
0x71013ec460,"SwitchFilterTelescopeOffSync"
0x71013ec47d,"SuperbViewAreaHolder"
0x71013ec492,"TestKinokoHead"
0x71013ec4a1,"HasReturnAngles"
0x71013ec4b1,"SwitchCollectPieceEndOn"
0x71013ec4c9,"Zigzag"
0x71013ec4d0,"LinkedGreenStar"
0x71013ec4e0,"n1507"
0x71013ec4e6,"ＤＩＣＥ"
0x71013ec4f3,"あつし"
0x71013ec4fd,"JointName"
0x71013ec507,"LookPitchRange"
0x71013ec516,"NekoC"
0x71013ec51c,"NekoDizzyLoop"
0x71013ec52a,"FindStart"
0x71013ec534,"NpcHeadControl"
0x71013ec543,"NekoCarry"
0x71013ec54d,"InitItemItemStock"
0x71013ec55f,"AppearDistance"
0x71013ec56e,"DiameterTexture"
0x71013ec57e,"SquatEnd"
0x71013ec587,"SquatLand"
0x71013ec591,"GiantWait"
0x71013ec59b,"InkSlow"
0x71013ec5a3,"GigaClimbAttack"
0x71013ec5b3,"スーパーキノコ[アイテムストック]"
0x71013ec5e3,"SubRunL"
0x71013ec5eb,"ClimbMoveRFore"
0x71013ec5fa,"SePvFallDown"
0x71013ec607,"SuperDashTimerClimb"
0x71013ec61b,"HoldingTiltMaxFrontAngle"
0x71013ec634,"TossedHipDropGravity"
0x71013ec649,"HipDropLandCancelFrame"
0x71013ec660,"WallClimbSlideStartBrakeRate"
0x71013ec67d,"RaccoonDogWaitRollingAttackHighVelH"
0x71013ec6a1,"NoSinkSwimHorizontalHighSpeedMin"
0x71013ec6c2,"SwimPaddleAccel"
0x71013ec6d2,"SwimPaddleFrame"
0x71013ec6e2,"SwimSurfaceSpring"
0x71013ec6f4,"RisingReflectJumpHVelBrakeRate"
0x71013ec713,"ManekinekoFallStartFrame"
0x71013ec72c,"GigaLandFrame"
0x71013ec73a,"GigaWallClimbSlideMaxSpeed"
0x71013ec755,"ObjectData/MarioRaccoonDog"
0x71013ec770,"ObjectData/MarioMiniAnimation"
0x71013ec78e,"IsBossFight"
0x71013ec79a,"DemoSingleModeExplanationOfBowserJr04"
0x71013ec7c0,"GoalItemGet2"
0x71013ec7cd,"Stunned"
0x71013ec7d5,"HairBack, HairPony, Unknown"
0x71013ec7f1,"CarryFront"
0x71013ec7fc,"MarioClimb"
0x71013ec807,"boss_play_sec"
0x71013ec815,"ライド状態"
0x71013ec825,"Player4"
0x71013ec82d,"MicGoodbye"
0x71013ec838,"RaidonRain"
0x71013ec843,"SwimNeutralTrail"
0x71013ec854,"客車"
0x71013ec85b,"BossGorobon"
0x71013ec867,"Dossun"
0x71013ec86e,"GreenRing"
0x71013ec878,"MeraWanwan"
0x71013ec883,"RollingCubeMapParts"
0x71013ec897,"SignBoard"
0x71013ec8a1,"SingleModeCheckpointFlag"
0x71013ec8ba,"VisibleSwitchMapParts"
0x71013ec8d0,"PgGet10"
0x71013ec8d8,"ファイアフラワー[真上出現]"
0x71013ec8ff,"プレイヤー装飾"
0x71013ec915,"エフェクト（３Ｄ）"
0x71013ec931,"TitleDemo05Stage"
0x71013ec942,"dpr"
0x71013ec946,"NetworkHeap"
0x71013ec952,"クッパ城[砦]"
0x71013ec964,"Coin10"
0x71013ec96b,"Short"
0x71013ec971,"ボール踏みつけヒット"
0x71013ec990,"ルート土管アタックヒット"
0x71013ec9b5,"HardwareOpusDecoder"
0x71013ec9c9,"nvnDeviceGetTimestampInNanoseconds"
0x71013ec9ec,"nvnMemoryPoolSetDebugLabel"
0x71013eca07,"nvnTextureBuilderSetDepth"
0x71013eca21,"nvnTextureBuilderSetPackagedTextureData"
0x71013eca49,"nvnTextureViewSetDefaults"
0x71013eca63,"nvnTextureViewGetSwizzle"
0x71013eca7c,"nvnTextureGetSparseTileLayout"
0x71013eca9a,"nvnTextureFlushTexels"
0x71013ecab0,"nvnSamplerBuilderSetBorderColori"
0x71013ecad1,"nvnSamplerBuilderGetDevice"
0x71013ecaec,"nvnSamplerGetCompare"
0x71013ecb01,"nvnBlendStateSetBlendFunc"
0x71013ecb1b,"nvnBlendStateSetAdvancedPremultipliedSrc"
0x71013ecb44,"nvnMultisampleStateSetMultisampleEnable"
0x71013ecb6c,"nvnMultisampleStateGetSampleLocationsEnable"
0x71013ecb98,"nvnDepthStencilStateGetDepthTestEnable"
0x71013ecbbf,"nvnCommandBufferGetCommandMemoryUsed"
0x71013ecbe4,"nvnCommandBufferGetControlMemoryUsed"
0x71013ecc09,"nvnCommandBufferBindUniformBuffer"
0x71013ecc2b,"nvnCommandBufferDrawElementsInstanced"
0x71013ecc51,"nvnCommandBufferSetBlendColor"
0x71013ecc6f,"nvnCommandBufferBindCoverageModulationTable"
0x71013ecc9b,"SelectButton"
0x71013ecca8,"uConstantBufferForPixelShader"
0x71013eccc6,"__CUS_Vec3_1"
0x71013eccd3,"bgsh/__ArchiveShader.bushvt"
0x71013eccef,"ShaderParamBlackWhiteInterpolation"
0x71013ecd12,"sysEmitterPluginAttr1"
0x71013ecd28,"Runtime Version:%d\n"
0x71013ecd3c,"Binary Version Error!!! Please check your binary file.\n"
0x71013ecd74,"_u1"
0x71013ecd78,"://"
0x71013ecd7c,"sead::SysDraw"
0x71013ecd8a,"  find_free_block_mode: %s\n"
0x71013ecda6,"  size: %llu\n"
0x71013ecdb4,"save"
0x71013ecdb9,"TGG2"
0x71013ecdbe,"%4d / ref:%6d"
0x71013ecdcc,"NVN_DEVICE_INFO_TEXTURE_BINDINGS_PER_STAGE"
0x71013ecdf7,"NVN_DEVICE_INFO_RESERVED_SAMPLER_DESCRIPTORS"
0x71013ece24,"NVN_DEVICE_INFO_SUPPORTS_DRAW_TEXTURE"
0x71013ece4a,"NVN_DEVICE_INFO_SUPPORTS_FRAGMENT_COVERAGE_TO_COLOR"
0x71013ece7e,"textures.bntx"
0x71013ece8c,"cTextureFormat_R8_G8_B8_A8_SRGB"
0x71013eceac,"cTextureFormat_R10_G10_B10_A2_uNorm"
0x71013eced0,"agl::DTA[%d]"
0x71013ecedd,"agl_hostpc"
0x71013ecee8,"agl::WorkHeap"
0x71013ecef6,"arrow.raw"
0x71013ecf00,"agl_technique"
0x71013ecf0e,"agl_technique_lght_lpp"
0x71013ecf25,"red"
0x71013ecf29,"filter_aa_reprojection"
0x71013ecf40,"planar_reflection"
0x71013ecf52,"sh_volume_point_mrt"
0x71013ecf66,"sh_volume_diff_update_mrt"
0x71013ecf80,"uTexTrans"
0x71013ecf8a,"cColorDriftB"
0x71013ecf97,"cPositions[0]"
0x71013ecfa5,"cClearColor"
0x71013ecfb1,"cHSBG"
0x71013ecfb7,"cSMAASubsampleIndices"
0x71013ecfcd,"cInvTextureSize"
0x71013ecfdd,"cSamplerDepthShadow"
0x71013ecff1,"CylinderBlock"
0x71013ecfff,"cSteep"
0x71013ed006,"cSss0"
0x71013ed00c,"cSss2"
0x71013ed012,"cHaloColor"
0x71013ed01d,"cAngleParam"
0x71013ed029,"cCalcSHParam"
0x71013ed036,"cTexture3d_0"
0x71013ed043,"%2d) %s / Location:%d/%d/%d"
0x71013ed05f,"色"
0x71013ed063,"amplifier_for_envmap"
0x71013ed078,"rayleigh_amplifier_rendering"
0x71013ed095,"\t%s"
0x71013ed099,"ifndef"
